Date,High,Low,Close,Adj Close,Volume
2016-09-24,604.580017,602.044983,602.625,602.625,35359500.0
2015-03-27,256.811005,245.212997,247.029007,247.029007,17274900.0
2017-03-24,1040.469971,934.357971,937.52002,937.52002,491038016.0
2015-12-17,457.859985,448.858002,456.078003,456.078003,47978400.0
2018-08-04,7497.490234,6984.069824,7032.850098,7032.850098,4268390000.0
2016-07-23,656.366028,648.523987,655.55603,655.55603,69532200.0
2016-10-16,642.89801,638.901001,641.630981,641.630981,40298100.0
2020-11-12,16305.003906,15534.771484,16276.34375,16276.34375,34175758344.0
2020-07-16,9214.3125,9088.947266,9132.227539,9132.227539,15713967523.0
2016-09-14,611.952026,608.409973,610.684021,610.684021,47877700.0
2020-07-31,11415.864258,10987.053711,11323.466797,11323.466797,23160469766.0
2018-07-17,7387.240234,6684.169922,7321.040039,7321.040039,5961950208.0
2015-11-03,417.899994,357.647003,403.416992,403.416992,206162000.0
2017-09-19,4094.070068,3868.870117,3924.969971,3924.969971,1563980032.0
2018-11-11,6423.25,6350.169922,6411.27002,6411.27002,3939060000.0
2019-03-24,4040.699707,4006.192871,4022.168213,4022.168213,9144851065.0
2018-11-19,5620.779785,4842.910156,4871.490234,4871.490234,7039560000.0
2016-12-20,801.336975,791.497009,800.875977,800.875977,99629296.0
2020-04-14,6958.557129,6793.821289,6842.427734,6842.427734,34110434052.0
2016-05-25,450.298004,446.062012,449.598999,449.598999,65231000.0
2015-01-09,291.114014,280.53299,290.40799,290.40799,18718600.0
2015-11-08,389.894989,368.700012,373.368011,373.368011,51817600.0
2021-01-11,38346.53125,30549.599609,35566.65625,35566.65625,123320567399.0
2019-02-28,3906.05835,3845.821289,3854.7854,3854.7854,8399767798.0
2017-05-13,1812.98999,1651.079956,1804.910034,1804.910034,579635008.0
2016-05-13,457.054993,453.453003,455.670013,455.670013,60845000.0
2021-01-16,37864.367188,35633.554688,36178.140625,36178.140625,57706187875.0
2014-12-15,351.815002,344.93399,345.345001,345.345001,17264200.0
2017-01-12,826.245972,755.755981,804.833984,804.833984,222326000.0
2016-09-12,608.458984,605.411011,608.242981,608.242981,72812304.0
2021-01-15,39577.710938,34659.589844,36825.367188,36825.367188,67760757881.0
2016-10-09,619.197998,616.606995,616.752014,616.752014,39243400.0
2016-01-28,395.502014,379.734985,380.289001,380.289001,59247900.0
2018-03-16,8585.150391,8005.310059,8338.349609,8338.349609,5289379840.0
2018-05-04,9779.200195,9585.959961,9700.759766,9700.759766,8217829888.0
2019-03-05,3903.916748,3745.183105,3896.375,3896.375,10174126415.0
2014-09-28,401.016998,374.332001,377.181,377.181,23613300.0
2015-10-18,271.667999,260.777008,261.643005,261.643005,22434300.0
2015-06-28,251.171997,247.434006,249.011002,249.011002,15137600.0
2021-01-07,40180.367188,36491.191406,39371.042969,39371.042969,84762141031.0
2017-08-18,4370.129883,4015.399902,4160.620117,4160.620117,2941710080.0
2019-10-26,10021.744141,8662.62207,9244.972656,9244.972656,44496255609.0
2017-12-21,17567.699219,15342.700195,15802.900391,15802.900391,16516599808.0
2018-08-27,6884.640137,6689.709961,6884.640137,6884.640137,4019000000.0
2019-02-03,3521.388184,3447.924316,3464.013428,3464.013428,5043937584.0
2019-10-19,8082.629395,7944.776855,7988.560547,7988.560547,13797825640.0
2020-10-01,10915.84375,10493.552734,10623.330078,10623.330078,27178227816.0
2020-09-30,10856.52832,10689.670898,10787.618164,10787.618164,20759622010.0
2018-09-06,6755.140137,6404.720215,6529.169922,6529.169922,5523470000.0
2016-08-07,597.513,586.815979,592.690002,592.690002,82398400.0
2020-07-21,9407.262695,9149.389648,9374.887695,9374.887695,18069581956.0
2019-01-02,3947.981201,3817.409424,3943.409424,3943.409424,5244856836.0
2020-12-22,23789.902344,22430.605469,23783.029297,23783.029297,44171632681.0
2020-12-10,18553.298828,17957.064453,18264.992188,18264.992188,25547132265.0
2016-08-06,588.395996,569.468994,587.778015,587.778015,80797296.0
2019-05-01,5418.003906,5347.645996,5402.697266,5402.697266,13679528236.0
2017-01-15,823.307007,812.870972,821.797974,821.797974,71013600.0
2018-10-24,6521.990234,6468.859863,6495.839844,6495.839844,3424670000.0
2015-02-23,240.108994,232.421005,238.891998,238.891998,16400000.0
2017-02-28,1193.25,1171.819946,1179.969971,1179.969971,184956000.0
2016-01-26,397.765991,390.575012,392.153015,392.153015,58147000.0
2015-06-01,231.712997,221.296005,222.925995,222.925995,26090500.0
2019-08-04,11009.207031,10620.27832,10970.18457,10970.18457,16530894787.0
2015-08-18,257.993011,211.078995,211.078995,211.078995,42147200.0
2020-12-26,26718.070313,24522.689453,26437.037109,26437.037109,48332647295.0
2017-07-22,2862.419922,2657.709961,2810.120117,2810.120117,1177129984.0
2016-02-14,407.230011,392.932007,407.230011,407.230011,74469800.0
2018-05-27,7381.740234,7270.959961,7368.220215,7368.220215,4056519936.0
2017-06-28,2603.97998,2484.419922,2574.790039,2574.790039,1183869952.0
2016-10-24,657.252014,652.594971,653.760986,653.760986,62218200.0
2020-10-07,10687.268555,10591.963867,10679.136719,10679.136719,17634388529.0
2015-12-02,362.231995,349.464996,359.187012,359.187012,54160500.0
2020-03-28,6467.500977,6117.837891,6242.193848,6242.193848,34885225901.0
2016-10-17,642.328003,638.663025,639.192993,639.192993,58063600.0
2019-12-29,7513.948242,7279.865234,7422.652832,7422.652832,22445257702.0
2018-02-14,9518.540039,8599.919922,9494.629883,9494.629883,7909819904.0
2018-01-02,15444.599609,13163.599609,14982.099609,14982.099609,16846600192.0
2020-03-05,9142.054688,8757.253906,9078.762695,9078.762695,39698054597.0
2017-10-14,5837.700195,5591.640137,5831.790039,5831.790039,1669030016.0
2019-10-21,8296.694336,8196.416016,8243.720703,8243.720703,15868748866.0
2019-08-03,10946.78125,10503.504883,10821.726563,10821.726563,15352685061.0
2016-02-20,441.984009,421.601013,437.164001,437.164001,93992096.0
2019-08-07,12036.990234,11433.701172,11941.96875,11941.96875,22194988641.0
2014-10-09,382.726013,347.687012,365.026001,365.026001,83641104.0
2015-09-08,245.781006,239.677994,243.606995,243.606995,26879200.0
2020-11-09,15785.136719,14865.529297,15332.31543,15332.31543,34149115566.0
2018-03-17,8346.530273,7812.819824,7916.879883,7916.879883,4426149888.0
2018-04-21,8997.570313,8652.150391,8895.580078,8895.580078,7548550144.0
2019-03-10,3966.174316,3924.381104,3951.599854,3951.599854,9713267607.0
2016-03-20,414.625,410.401001,413.755005,413.755005,45947900.0
2015-08-23,232.705002,225.580002,228.169006,228.169006,18406600.0
2015-11-22,327.01001,321.259003,324.536011,324.536011,23439400.0
2016-01-03,433.743011,424.705994,430.010986,430.010986,39633800.0
